,formula,composition,compositions,number_element
21151,Li7Se6,Li7 Se6,Li Se,5
21152,Li7Si,Li7 Si1,Li Si,5
21153,Li7Si2,Li7 Si2,Li Si,5
21154,Li7Si3,Li7 Si3,Li Si,5
21155,Li7Si6,Li7 Si6,Li Si,5
21156,Li7Sn,Li7 Sn1,Li Sn,5
21157,Li7Sn2,Li7 Sn2,Li Sn,5
21158,Li7Sn3,Li7 Sn3,Li Sn,5
21159,Li7Sn6,Li7 Sn6,Li Sn,5
21160,Li7Ta6,Li7 Ta6,Li Ta,5
21161,Li7Te,Li7 Te1,Li Te,5
21162,Li7Te6,Li7 Te6,Li Te,5
21163,Li7Tl,Li7 Tl1,Li Tl,5
21164,Li7V,Li7 V1,Li V,4
21165,Li7V6,Li7 V6,Li V,4
21166,Li7W6,Li7 W6,Li W,4
21167,Li8Ag,Li8 Ag1,Li Ag,5
21168,Li8Ag5,Li8 Ag5,Li Ag,5
21169,Li8Al,Li8 Al1,Li Al,5
21170,Li8Au,Li8 Au1,Li Au,5
21171,Li8Be,Li8 Be1,Li Be,5
21172,Li8Bi,Li8 Bi1,Li Bi,5
21173,Li8C,Li8 C1,Li C,4
21174,Li8Ca,Li8 Ca1,Li Ca,5
21175,Li8Cl,Li8 Cl1,Li Cl,5
21176,Li8Cr,Li8 Cr1,Li Cr,5
21177,Li8Cu,Li8 Cu1,Li Cu,5
21178,Li8Ga,Li8 Ga1,Li Ga,5
21179,Li8Ge,Li8 Ge1,Li Ge,5
21180,Li8Hf,Li8 Hf1,Li Hf,5
21181,Li8Hf3,Li8 Hf3,Li Hf,5
21182,Li8Hg,Li8 Hg1,Li Hg,5
21183,Li8La,Li8 La1,Li La,5
21184,Li8Mg,Li8 Mg1,Li Mg,5
21185,Li8Nb,Li8 Nb1,Li Nb,5
21186,Li8Pb3,Li8 Pb3,Li Pb,5
21187,Li8Pd,Li8 Pd1,Li Pd,5
21188,Li8Pt,Li8 Pt1,Li Pt,5
21189,Li8Re,Li8 Re1,Li Re,5
21190,Li8Rh,Li8 Rh1,Li Rh,5
21191,Li8Se,Li8 Se1,Li Se,5
21192,Li8Si,Li8 Si1,Li Si,5
21193,Li8Sn,Li8 Sn1,Li Sn,5
21194,Li8Ta,Li8 Ta1,Li Ta,5
21195,Li8Tl,Li8 Tl1,Li Tl,5
21196,Li8W,Li8 W1,Li W,4
21197,Li9Ag4,Li9 Ag4,Li Ag,5
21198,Li9Al4,Li9 Al4,Li Al,5
21199,Li9Ge4,Li9 Ge4,Li Ge,5
21200,LiAc,Li1 Ac1,Li Ac,5
21201,LiAc3,Li1 Ac3,Li Ac,5
21202,LiAg,Li1 Ag1,Li Ag,5
21203,LiAg2,Li1 Ag2,Li Ag,5
21204,LiAg3,Li1 Ag3,Li Ag,5
21205,LiAg4,Li1 Ag4,Li Ag,5
21206,LiAg5,Li1 Ag5,Li Ag,5
21207,LiAg8,Li1 Ag8,Li Ag,5
21208,LiAl,Li1 Al1,Li Al,5
21209,LiAl2,Li1 Al2,Li Al,5
21210,LiAl3,Li1 Al3,Li Al,5
21211,LiAl4,Li1 Al4,Li Al,5
21212,LiAl5,Li1 Al5,Li Al,5
21213,LiAl8,Li1 Al8,Li Al,5
21214,LiAs,Li1 As1,Li As,5
21215,LiAs2,Li1 As2,Li As,5
21216,LiAs3,Li1 As3,Li As,5
21217,LiAs4,Li1 As4,Li As,5
21218,LiAs5,Li1 As5,Li As,5
21219,LiAs7,Li1 As7,Li As,5
21220,LiAs8,Li1 As8,Li As,5
21221,LiAu,Li1 Au1,Li Au,5
21222,LiAu2,Li1 Au2,Li Au,5
21223,LiAu3,Li1 Au3,Li Au,5
21224,LiAu4,Li1 Au4,Li Au,5
21225,LiAu5,Li1 Au5,Li Au,5
21226,LiB,Li1 B1,Li B,4
21227,LiB11,Li1 B11,Li B,4
21228,LiB2,Li1 B2,Li B,4
21229,LiB3,Li1 B3,Li B,4
21230,LiB4,Li1 B4,Li B,4
21231,LiB5,Li1 B5,Li B,4
21232,LiB7,Li1 B7,Li B,4
21233,LiB8,Li1 B8,Li B,4
21234,LiB9,Li1 B9,Li B,4
21235,LiBe,Li1 Be1,Li Be,5
21236,LiBe2,Li1 Be2,Li Be,5
21237,LiBe3,Li1 Be3,Li Be,5
21238,LiBe4,Li1 Be4,Li Be,5
21239,LiBe5,Li1 Be5,Li Be,5
21240,LiBe8,Li1 Be8,Li Be,5
21241,LiBi,Li1 Bi1,Li Bi,5
21242,LiBi2,Li1 Bi2,Li Bi,5
21243,LiBi3,Li1 Bi3,Li Bi,5
21244,LiBi4,Li1 Bi4,Li Bi,5
21245,LiBi5,Li1 Bi5,Li Bi,5
21246,LiBi8,Li1 Bi8,Li Bi,5
21247,LiBr,Li1 Br1,Li Br,5
21248,LiBr2,Li1 Br2,Li Br,5
21249,LiBr3,Li1 Br3,Li Br,5
21250,LiBr4,Li1 Br4,Li Br,5
21251,LiBr5,Li1 Br5,Li Br,5
21252,LiBr8,Li1 Br8,Li Br,5
21253,LiC,Li1 C1,Li C,4
21254,LiC12,Li1 C12,Li C,4
21255,LiC2,Li1 C2,Li C,4
21256,LiC24,Li1 C24,Li C,4
21257,LiC3,Li1 C3,Li C,4
21258,LiC36,Li1 C36,Li C,4
21259,LiC4,Li1 C4,Li C,4
21260,LiC5,Li1 C5,Li C,4
21261,LiC50,Li1 C50,Li C,4
21262,LiC6,Li1 C6,Li C,4
21263,LiC7,Li1 C7,Li C,4
21264,LiC8,Li1 C8,Li C,4
21265,LiCa,Li1 Ca1,Li Ca,5
21266,LiCa2,Li1 Ca2,Li Ca,5
21267,LiCa3,Li1 Ca3,Li Ca,5
21268,LiCa4,Li1 Ca4,Li Ca,5
21269,LiCa5,Li1 Ca5,Li Ca,5
21270,LiCd,Li1 Cd1,Li Cd,5
21271,LiCd2,Li1 Cd2,Li Cd,5
21272,LiCd3,Li1 Cd3,Li Cd,5
21273,LiCd4,Li1 Cd4,Li Cd,5
21274,LiCd5,Li1 Cd5,Li Cd,5
21275,LiCe,Li1 Ce1,Li Ce,5
21276,LiCe3,Li1 Ce3,Li Ce,5
21277,LiCl,Li1 Cl1,Li Cl,5
21278,LiCl2,Li1 Cl2,Li Cl,5
21279,LiCl3,Li1 Cl3,Li Cl,5
21280,LiCl4,Li1 Cl4,Li Cl,5
21281,LiCl5,Li1 Cl5,Li Cl,5
21282,LiCl7,Li1 Cl7,Li Cl,5
21283,LiCo,Li1 Co1,Li Co,5
21284,LiCo2,Li1 Co2,Li Co,5
21285,LiCo3,Li1 Co3,Li Co,5
21286,LiCo4,Li1 Co4,Li Co,5
21287,LiCo5,Li1 Co5,Li Co,5
21288,LiCo8,Li1 Co8,Li Co,5
21289,LiCr,Li1 Cr1,Li Cr,5
21290,LiCr2,Li1 Cr2,Li Cr,5
21291,LiCr3,Li1 Cr3,Li Cr,5
21292,LiCr4,Li1 Cr4,Li Cr,5
21293,LiCr5,Li1 Cr5,Li Cr,5
21294,LiCr8,Li1 Cr8,Li Cr,5
21295,LiCu,Li1 Cu1,Li Cu,5
21296,LiCu2,Li1 Cu2,Li Cu,5
21297,LiCu3,Li1 Cu3,Li Cu,5
21298,LiCu4,Li1 Cu4,Li Cu,5
21299,LiCu5,Li1 Cu5,Li Cu,5
21300,LiCu7,Li1 Cu7,Li Cu,5
21301,LiDy,Li1 Dy1,Li Dy,5
21302,LiDy3,Li1 Dy3,Li Dy,5
21303,LiEr,Li1 Er1,Li Er,5
21304,LiEr3,Li1 Er3,Li Er,5
21305,LiEu,Li1 Eu1,Li Eu,5
21306,LiEu3,Li1 Eu3,Li Eu,5
21307,LiF,Li1 F1,Li F,4
21308,LiF2,Li1 F2,Li F,4
21309,LiF3,Li1 F3,Li F,4
21310,LiFe,Li1 Fe1,Li Fe,5
21311,LiFe2,Li1 Fe2,Li Fe,5
21312,LiFe3,Li1 Fe3,Li Fe,5
21313,LiFe4,Li1 Fe4,Li Fe,5
21314,LiFe5,Li1 Fe5,Li Fe,5
21315,LiFe8,Li1 Fe8,Li Fe,5
21316,LiGa,Li1 Ga1,Li Ga,5
21317,LiGa2,Li1 Ga2,Li Ga,5
21318,LiGa3,Li1 Ga3,Li Ga,5
21319,LiGa4,Li1 Ga4,Li Ga,5
21320,LiGa5,Li1 Ga5,Li Ga,5
21321,LiGa8,Li1 Ga8,Li Ga,5
21322,LiGd,Li1 Gd1,Li Gd,5
21323,LiGd3,Li1 Gd3,Li Gd,5
21324,LiGe,Li1 Ge1,Li Ge,5
21325,LiGe2,Li1 Ge2,Li Ge,5
21326,LiGe3,Li1 Ge3,Li Ge,5
21327,LiGe4,Li1 Ge4,Li Ge,5
21328,LiGe5,Li1 Ge5,Li Ge,5
21329,LiGe7,Li1 Ge7,Li Ge,5
21330,LiH,Li1 H1,Li H,4
21331,LiH3,Li1 H3,Li H,4
21332,LiHf,Li1 Hf1,Li Hf,5
21333,LiHf2,Li1 Hf2,Li Hf,5
21334,LiHf3,Li1 Hf3,Li Hf,5
21335,LiHf4,Li1 Hf4,Li Hf,5
21336,LiHf5,Li1 Hf5,Li Hf,5
21337,LiHf7,Li1 Hf7,Li Hf,5
21338,LiHf8,Li1 Hf8,Li Hf,5
21339,LiHg,Li1 Hg1,Li Hg,5
21340,LiHg2,Li1 Hg2,Li Hg,5
21341,LiHg3,Li1 Hg3,Li Hg,5
21342,LiHg4,Li1 Hg4,Li Hg,5
21343,LiHg5,Li1 Hg5,Li Hg,5
21344,LiHo,Li1 Ho1,Li Ho,5
21345,LiHo3,Li1 Ho3,Li Ho,5
21346,LiI,Li1 I1,Li I,4
21347,LiI2,Li1 I2,Li I,4
21348,LiI3,Li1 I3,Li I,4
21349,LiIn,Li1 In1,Li In,5
21350,LiIn2,Li1 In2,Li In,5
21351,LiIn3,Li1 In3,Li In,5
21352,LiIn4,Li1 In4,Li In,5
21353,LiIn5,Li1 In5,Li In,5
21354,LiIn7,Li1 In7,Li In,5
21355,LiIr,Li1 Ir1,Li Ir,5
21356,LiIr2,Li1 Ir2,Li Ir,5
21357,LiIr3,Li1 Ir3,Li Ir,5
21358,LiIr4,Li1 Ir4,Li Ir,5
21359,LiIr5,Li1 Ir5,Li Ir,5
21360,LiLa,Li1 La1,Li La,5
21361,LiLa2,Li1 La2,Li La,5
21362,LiLa3,Li1 La3,Li La,5
21363,LiLa4,Li1 La4,Li La,5
21364,LiLa5,Li1 La5,Li La,5
21365,LiLu,Li1 Lu1,Li Lu,5
21366,LiLu3,Li1 Lu3,Li Lu,5
21367,LiMg,Li1 Mg1,Li Mg,5
21368,LiMg149,Li1 Mg149,Li Mg,5
21369,LiMg15,Li1 Mg15,Li Mg,5
21370,LiMg2,Li1 Mg2,Li Mg,5
21371,LiMg3,Li1 Mg3,Li Mg,5
21372,LiMg4,Li1 Mg4,Li Mg,5
21373,LiMg5,Li1 Mg5,Li Mg,5
21374,LiMg7,Li1 Mg7,Li Mg,5
21375,LiMg8,Li1 Mg8,Li Mg,5
21376,LiMn,Li1 Mn1,Li Mn,5
21377,LiMn2,Li1 Mn2,Li Mn,5
21378,LiMn3,Li1 Mn3,Li Mn,5
21379,LiMn4,Li1 Mn4,Li Mn,5
21380,LiMn5,Li1 Mn5,Li Mn,5
21381,LiMo,Li1 Mo1,Li Mo,5
21382,LiMo2,Li1 Mo2,Li Mo,5
21383,LiMo3,Li1 Mo3,Li Mo,5
21384,LiMo5,Li1 Mo5,Li Mo,5
21385,LiN,Li1 N1,Li N,4
21386,LiN3,Li1 N3,Li N,4
21387,LiNb,Li1 Nb1,Li Nb,5
21388,LiNb2,Li1 Nb2,Li Nb,5
21389,LiNb3,Li1 Nb3,Li Nb,5
21390,LiNb4,Li1 Nb4,Li Nb,5
21391,LiNb5,Li1 Nb5,Li Nb,5
21392,LiNb7,Li1 Nb7,Li Nb,5
21393,LiNb8,Li1 Nb8,Li Nb,5
21394,LiNd,Li1 Nd1,Li Nd,5
21395,LiNd3,Li1 Nd3,Li Nd,5
21396,LiNi,Li1 Ni1,Li Ni,5
21397,LiNi2,Li1 Ni2,Li Ni,5
21398,LiNi3,Li1 Ni3,Li Ni,5
21399,LiNi4,Li1 Ni4,Li Ni,5
21400,LiNi5,Li1 Ni5,Li Ni,5
21401,LiNi7,Li1 Ni7,Li Ni,5
21402,LiNp,Li1 Np1,Li Np,5
21403,LiNp3,Li1 Np3,Li Np,5
21404,LiO2,Li1 O2,Li O,4
21405,LiO3,Li1 O3,Li O,4
21406,LiOs,Li1 Os1,Li Os,5
21407,LiOs2,Li1 Os2,Li Os,5
21408,LiOs3,Li1 Os3,Li Os,5
21409,LiOs4,Li1 Os4,Li Os,5
21410,LiOs5,Li1 Os5,Li Os,5
21411,LiP,Li1 P1,Li P,4
21412,LiP2,Li1 P2,Li P,4
21413,LiP3,Li1 P3,Li P,4
21414,LiP4,Li1 P4,Li P,4
21415,LiP5,Li1 P5,Li P,4
21416,LiP7,Li1 P7,Li P,4
21417,LiP8,Li1 P8,Li P,4
21418,LiPb,Li1 Pb1,Li Pb,5
21419,LiPb2,Li1 Pb2,Li Pb,5
21420,LiPb3,Li1 Pb3,Li Pb,5
21421,LiPb4,Li1 Pb4,Li Pb,5
21422,LiPb5,Li1 Pb5,Li Pb,5
21423,LiPb7,Li1 Pb7,Li Pb,5
21424,LiPb8,Li1 Pb8,Li Pb,5
21425,LiPd,Li1 Pd1,Li Pd,5
21426,LiPd2,Li1 Pd2,Li Pd,5
21427,LiPd3,Li1 Pd3,Li Pd,5
21428,LiPd4,Li1 Pd4,Li Pd,5
21429,LiPd5,Li1 Pd5,Li Pd,5
21430,LiPd7,Li1 Pd7,Li Pd,5
21431,LiPd8,Li1 Pd8,Li Pd,5
21432,LiPm,Li1 Pm1,Li Pm,5
21433,LiPm3,Li1 Pm3,Li Pm,5
21434,LiPr,Li1 Pr1,Li Pr,5
21435,LiPr3,Li1 Pr3,Li Pr,5
21436,LiPt,Li1 Pt1,Li Pt,5
21437,LiPt2,Li1 Pt2,Li Pt,5
21438,LiPt3,Li1 Pt3,Li Pt,5
21439,LiPt4,Li1 Pt4,Li Pt,5
21440,LiPt5,Li1 Pt5,Li Pt,5
21441,LiPt7,Li1 Pt7,Li Pt,5
21442,LiPt8,Li1 Pt8,Li Pt,5
21443,LiRe,Li1 Re1,Li Re,5
21444,LiRe2,Li1 Re2,Li Re,5
21445,LiRe3,Li1 Re3,Li Re,5
21446,LiRe4,Li1 Re4,Li Re,5
21447,LiRe5,Li1 Re5,Li Re,5
21448,LiRh,Li1 Rh1,Li Rh,5
21449,LiRh2,Li1 Rh2,Li Rh,5
21450,LiRh3,Li1 Rh3,Li Rh,5
21451,LiRh4,Li1 Rh4,Li Rh,5
21452,LiRh5,Li1 Rh5,Li Rh,5
21453,LiRh7,Li1 Rh7,Li Rh,5
21454,LiRu,Li1 Ru1,Li Ru,5
21455,LiRu2,Li1 Ru2,Li Ru,5
21456,LiRu3,Li1 Ru3,Li Ru,5
21457,LiRu4,Li1 Ru4,Li Ru,5
21458,LiRu5,Li1 Ru5,Li Ru,5
21459,LiRu7,Li1 Ru7,Li Ru,5
21460,LiS,Li1 S1,Li S,4
21461,LiS3,Li1 S3,Li S,4
21462,LiS4,Li1 S4,Li S,4
21463,LiSb,Li1 Sb1,Li Sb,5
21464,LiSb2,Li1 Sb2,Li Sb,5
21465,LiSb3,Li1 Sb3,Li Sb,5
21466,LiSb4,Li1 Sb4,Li Sb,5
21467,LiSb5,Li1 Sb5,Li Sb,5
21468,LiSb7,Li1 Sb7,Li Sb,5
21469,LiSb8,Li1 Sb8,Li Sb,5
21470,LiSc,Li1 Sc1,Li Sc,5
21471,LiSc2,Li1 Sc2,Li Sc,5
21472,LiSc3,Li1 Sc3,Li Sc,5
21473,LiSc4,Li1 Sc4,Li Sc,5
21474,LiSc5,Li1 Sc5,Li Sc,5
21475,LiSc7,Li1 Sc7,Li Sc,5
21476,LiSe,Li1 Se1,Li Se,5
21477,LiSe2,Li1 Se2,Li Se,5
21478,LiSe3,Li1 Se3,Li Se,5
21479,LiSe4,Li1 Se4,Li Se,5
21480,LiSe5,Li1 Se5,Li Se,5
21481,LiSe7,Li1 Se7,Li Se,5
21482,LiSe8,Li1 Se8,Li Se,5
21483,LiSi,Li1 Si1,Li Si,5
21484,LiSi2,Li1 Si2,Li Si,5
21485,LiSi3,Li1 Si3,Li Si,5
21486,LiSi4,Li1 Si4,Li Si,5
21487,LiSi5,Li1 Si5,Li Si,5
21488,LiSi8,Li1 Si8,Li Si,5
21489,LiSm,Li1 Sm1,Li Sm,5
21490,LiSm3,Li1 Sm3,Li Sm,5
21491,LiSn,Li1 Sn1,Li Sn,5
21492,LiSn2,Li1 Sn2,Li Sn,5
21493,LiSn3,Li1 Sn3,Li Sn,5
21494,LiSn4,Li1 Sn4,Li Sn,5
21495,LiSn5,Li1 Sn5,Li Sn,5
21496,LiTa,Li1 Ta1,Li Ta,5
21497,LiTa2,Li1 Ta2,Li Ta,5
21498,LiTa3,Li1 Ta3,Li Ta,5
21499,LiTa4,Li1 Ta4,Li Ta,5
21500,LiTa5,Li1 Ta5,Li Ta,5
21501,LiTb,Li1 Tb1,Li Tb,5
21502,LiTb3,Li1 Tb3,Li Tb,5
21503,LiTe,Li1 Te1,Li Te,5
21504,LiTe2,Li1 Te2,Li Te,5
21505,LiTe3,Li1 Te3,Li Te,5
21506,LiTe4,Li1 Te4,Li Te,5
21507,LiTe5,Li1 Te5,Li Te,5
21508,LiTi,Li1 Ti1,Li Ti,5
21509,LiTi2,Li1 Ti2,Li Ti,5
21510,LiTi3,Li1 Ti3,Li Ti,5
21511,LiTi5,Li1 Ti5,Li Ti,5
21512,LiTi7,Li1 Ti7,Li Ti,5
21513,LiTi8,Li1 Ti8,Li Ti,5
21514,LiTl,Li1 Tl1,Li Tl,5
21515,LiTl2,Li1 Tl2,Li Tl,5
21516,LiTl3,Li1 Tl3,Li Tl,5
21517,LiTl4,Li1 Tl4,Li Tl,5
21518,LiTl5,Li1 Tl5,Li Tl,5
21519,LiTm,Li1 Tm1,Li Tm,5
21520,LiTm3,Li1 Tm3,Li Tm,5
21521,LiV,Li1 V1,Li V,4
21522,LiV2,Li1 V2,Li V,4
21523,LiV3,Li1 V3,Li V,4
21524,LiV4,Li1 V4,Li V,4
21525,LiV5,Li1 V5,Li V,4
21526,LiW,Li1 W1,Li W,4
21527,LiW2,Li1 W2,Li W,4
21528,LiW3,Li1 W3,Li W,4
21529,LiW4,Li1 W4,Li W,4
21530,LiW5,Li1 W5,Li W,4
21531,LiW7,Li1 W7,Li W,4
21532,LiY,Li1 Y1,Li Y,4
21533,LiY2,Li1 Y2,Li Y,4
21534,LiY3,Li1 Y3,Li Y,4
21535,LiY4,Li1 Y4,Li Y,4
21536,LiY5,Li1 Y5,Li Y,4
21537,LiY7,Li1 Y7,Li Y,4
21538,LiY8,Li1 Y8,Li Y,4
21539,LiYb,Li1 Yb1,Li Yb,5
21540,LiYb3,Li1 Yb3,Li Yb,5
21541,LiZn,Li1 Zn1,Li Zn,5
21542,LiZn13,Li1 Zn13,Li Zn,5
21543,LiZn2,Li1 Zn2,Li Zn,5
21544,LiZn3,Li1 Zn3,Li Zn,5
21545,LiZn4,Li1 Zn4,Li Zn,5
21546,LiZn5,Li1 Zn5,Li Zn,5
21547,LiZn8,Li1 Zn8,Li Zn,5
21548,LiZr,Li1 Zr1,Li Zr,5
21549,LiZr2,Li1 Zr2,Li Zr,5
21550,LiZr3,Li1 Zr3,Li Zr,5
21551,LiZr4,Li1 Zr4,Li Zr,5
21552,LiZr5,Li1 Zr5,Li Zr,5
21553,LiZr7,Li1 Zr7,Li Zr,5
21554,Lu11Cd45,Lu11 Cd45,Lu Cd,5
21555,Lu11Ge10,Lu11 Ge10,Lu Ge,5
21556,Lu11Te4,Lu11 Te4,Lu Te,5
21557,Lu15C19,Lu15 C19,Lu C,4
21558,Lu2Au,Lu2 Au1,Lu Au,5
21559,Lu2C,Lu2 C1,Lu C,4
21560,Lu2C3,Lu2 C3,Lu C,4
21561,Lu2Co17,Lu2 Co17,Lu Co,5
21562,Lu2Fe17,Lu2 Fe17,Lu Fe,5
21563,Lu2In,Lu2 In1,Lu In,5
21564,Lu2Mg,Lu2 Mg1,Lu Mg,5
21565,Lu2Mg3,Lu2 Mg3,Lu Mg,5
21566,Lu2N,Lu2 N1,Lu N,4
21567,Lu2N3,Lu2 N3,Lu N,4
21568,Lu2Ni,Lu2 Ni1,Lu Ni,5
21569,Lu2Ni17,Lu2 Ni17,Lu Ni,5
21570,Lu2Ni3,Lu2 Ni3,Lu Ni,5
21571,Lu2O,Lu2 O1,Lu O,4
21572,Lu2O3,Lu2 O3,Lu O,4
21573,Lu2Pt,Lu2 Pt1,Lu Pt,5
21574,Lu2S,Lu2 S1,Lu S,4
21575,Lu2S3,Lu2 S3,Lu S,4
21576,Lu2Se3,Lu2 Se3,Lu Se,5
21577,Lu2Te3,Lu2 Te3,Lu Te,5
21578,Lu2Ti,Lu2 Ti1,Lu Ti,5
21579,Lu2Ti3,Lu2 Ti3,Lu Ti,5
21580,Lu2Zn17,Lu2 Zn17,Lu Zn,5
21581,Lu3Ag,Lu3 Ag1,Lu Ag,5
21582,Lu3Al,Lu3 Al1,Lu Al,5
21583,Lu3Al2,Lu3 Al2,Lu Al,5
21584,Lu3As,Lu3 As1,Lu As,5
21585,Lu3Au,Lu3 Au1,Lu Au,5
21586,Lu3B,Lu3 B1,Lu B,4
21587,Lu3Be,Lu3 Be1,Lu Be,5
21588,Lu3Bi,Lu3 Bi1,Lu Bi,5
21589,Lu3Br,Lu3 Br1,Lu Br,5
21590,Lu3Br2,Lu3 Br2,Lu Br,5
21591,Lu3C,Lu3 C1,Lu C,4
21592,Lu3C4,Lu3 C4,Lu C,4
21593,Lu3Cd,Lu3 Cd1,Lu Cd,5
21594,Lu3Cl,Lu3 Cl1,Lu Cl,5
21595,Lu3Cl2,Lu3 Cl2,Lu Cl,5
21596,Lu3Co,Lu3 Co1,Lu Co,5
21597,Lu3Co2,Lu3 Co2,Lu Co,5
21598,Lu3Cr,Lu3 Cr1,Lu Cr,5
21599,Lu3Cu,Lu3 Cu1,Lu Cu,5
21600,Lu3F,Lu3 F1,Lu F,4
21601,Lu3F2,Lu3 F2,Lu F,4
21602,Lu3Fe,Lu3 Fe1,Lu Fe,5
21603,Lu3Fe2,Lu3 Fe2,Lu Fe,5
21604,Lu3Ga,Lu3 Ga1,Lu Ga,5
21605,Lu3Ga2,Lu3 Ga2,Lu Ga,5
21606,Lu3Ga5,Lu3 Ga5,Lu Ga,5
21607,Lu3Ge,Lu3 Ge1,Lu Ge,5
21608,Lu3Ge4,Lu3 Ge4,Lu Ge,5
21609,Lu3H,Lu3 H1,Lu H,4
21610,Lu3Hf,Lu3 Hf1,Lu Hf,5
21611,Lu3Hg,Lu3 Hg1,Lu Hg,5
21612,Lu3I,Lu3 I1,Lu I,4
21613,Lu3I2,Lu3 I2,Lu I,4
21614,Lu3In,Lu3 In1,Lu In,5
21615,Lu3Ir,Lu3 Ir1,Lu Ir,5
21616,Lu3Mg,Lu3 Mg1,Lu Mg,5
21617,Lu3Mn,Lu3 Mn1,Lu Mn,5
21618,Lu3Mo,Lu3 Mo1,Lu Mo,5
21619,Lu3N,Lu3 N1,Lu N,4
21620,Lu3Nb,Lu3 Nb1,Lu Nb,5
21621,Lu3Ni,Lu3 Ni1,Lu Ni,5
21622,Lu3Np,Lu3 Np1,Lu Np,5
21623,Lu3O,Lu3 O1,Lu O,4
21624,Lu3Os,Lu3 Os1,Lu Os,5
21625,Lu3P,Lu3 P1,Lu P,4
21626,Lu3Pb,Lu3 Pb1,Lu Pb,5
21627,Lu3Pd,Lu3 Pd1,Lu Pd,5
21628,Lu3Pd4,Lu3 Pd4,Lu Pd,5
21629,Lu3Pt,Lu3 Pt1,Lu Pt,5
21630,Lu3Pt4,Lu3 Pt4,Lu Pt,5
21631,Lu3Re,Lu3 Re1,Lu Re,5
21632,Lu3Rh,Lu3 Rh1,Lu Rh,5
21633,Lu3Ru,Lu3 Ru1,Lu Ru,5
21634,Lu3S,Lu3 S1,Lu S,4
21635,Lu3S4,Lu3 S4,Lu S,4
21636,Lu3Sb,Lu3 Sb1,Lu Sb,5
21637,Lu3Sc,Lu3 Sc1,Lu Sc,5
21638,Lu3Se,Lu3 Se1,Lu Se,5
21639,Lu3Si,Lu3 Si1,Lu Si,5
21640,Lu3Sn,Lu3 Sn1,Lu Sn,5
21641,Lu3Ta,Lu3 Ta1,Lu Ta,5
21642,Lu3Te,Lu3 Te1,Lu Te,5
21643,Lu3Ti,Lu3 Ti1,Lu Ti,5
21644,Lu3Tl,Lu3 Tl1,Lu Tl,5
21645,Lu3V,Lu3 V1,Lu V,4
21646,Lu3W,Lu3 W1,Lu W,4
21647,Lu3Zn,Lu3 Zn1,Lu Zn,5
21648,Lu3Zr,Lu3 Zr1,Lu Zr,5
21649,Lu4C7,Lu4 C7,Lu C,4
21650,Lu4Co,Lu4 Co1,Lu Co,5
21651,Lu4Co3,Lu4 Co3,Lu Co,5
21652,Lu4Fe,Lu4 Fe1,Lu Fe,5
21653,Lu4Ni,Lu4 Ni1,Lu Ni,5
21654,Lu4Rh,Lu4 Rh1,Lu Rh,5
21655,Lu5Ga3,Lu5 Ga3,Lu Ga,5
21656,Lu5Ge3,Lu5 Ge3,Lu Ge,5
21657,Lu5Ge4,Lu5 Ge4,Lu Ge,5
21658,Lu5In3,Lu5 In3,Lu In,5
21659,Lu5In4,Lu5 In4,Lu In,5
21660,Lu5Ir2,Lu5 Ir2,Lu Ir,5
21661,Lu5Ir3,Lu5 Ir3,Lu Ir,5
21662,Lu5Mg24,Lu5 Mg24,Lu Mg,5
21663,Lu5Pb3,Lu5 Pb3,Lu Pb,5
21664,Lu5Pt3,Lu5 Pt3,Lu Pt,5
21665,Lu5Pt4,Lu5 Pt4,Lu Pt,5
21666,Lu5Rh3,Lu5 Rh3,Lu Rh,5
21667,Lu5Sb3,Lu5 Sb3,Lu Sb,5
21668,Lu5Si3,Lu5 Si3,Lu Si,5
21669,Lu5Sn3,Lu5 Sn3,Lu Sn,5
21670,Lu5Tl3,Lu5 Tl3,Lu Tl,5
21671,Lu6Cu23,Lu6 Cu23,Lu Cu,5
21672,Lu6Fe23,Lu6 Fe23,Lu Fe,5
21673,Lu6Mn23,Lu6 Mn23,Lu Mn,5
21674,Lu6Zn23,Lu6 Zn23,Lu Zn,5
21675,Lu7Sb3,Lu7 Sb3,Lu Sb,5
21676,Lu7Te,Lu7 Te1,Lu Te,5
21677,Lu8Te,Lu8 Te1,Lu Te,5
21678,LuAg,Lu1 Ag1,Lu Ag,5
21679,LuAg2,Lu1 Ag2,Lu Ag,5
21680,LuAg3,Lu1 Ag3,Lu Ag,5
21681,LuAg4,Lu1 Ag4,Lu Ag,5
21682,LuAl,Lu1 Al1,Lu Al,5
21683,LuAl2,Lu1 Al2,Lu Al,5
21684,LuAl3,Lu1 Al3,Lu Al,5
21685,LuAs,Lu1 As1,Lu As,5
21686,LuAs3,Lu1 As3,Lu As,5
21687,LuAu,Lu1 Au1,Lu Au,5
21688,LuAu2,Lu1 Au2,Lu Au,5
21689,LuAu3,Lu1 Au3,Lu Au,5
21690,LuAu4,Lu1 Au4,Lu Au,5
21691,LuB,Lu1 B1,Lu B,4
21692,LuB12,Lu1 B12,Lu B,4
21693,LuB2,Lu1 B2,Lu B,4
21694,LuB3,Lu1 B3,Lu B,4
21695,LuB4,Lu1 B4,Lu B,4
21696,LuB6,Lu1 B6,Lu B,4
21697,LuBe,Lu1 Be1,Lu Be,5
21698,LuBe13,Lu1 Be13,Lu Be,5
21699,LuBe3,Lu1 Be3,Lu Be,5
